,times,sst,sst_err,ftemp,wind,atemp,swrad,humid
609,697388.080000039,302.59486636689,1.0,302.9397441485089,0.7819406203290948,301.96056082093725,0.47926899573968934,0.01
610,697398.080000039,302.59591848265165,1.0,302.9402485875727,0.7852122679714421,301.96024374495425,0.48071025020768365,0.01
611,697408.080000039,302.59697059841324,1.0,302.9407530266365,0.7884839156137893,301.9599266689713,0.482151504675678,0.01
612,697418.080000039,302.5980227141749,1.0,302.9412574657003,0.7917555632561364,301.9596095929884,0.4835927591436724,0.01
613,697428.080000039,302.5990748299365,1.0,302.94176190476406,0.7950272108984836,301.9592925170054,0.48503401361166676,0.01
614,697438.080000039,302.60012694569815,1.0,302.9422663438279,0.7982988585408307,301.95897544102246,0.48647526807966107,0.01
615,697448.080000039,302.6011790614598,1.0,302.94277078289167,0.8015705061831779,301.95865836503947,0.48791652254765544,0.01
616,697458.080000039,302.6022311772214,1.0,302.9432752219555,0.804842153825525,301.95834128905653,0.4893577770156498,0.01
617,697468.080000039,302.60328329298306,1.0,302.9437796610193,0.8081138014678723,301.95802421307354,0.4907990314836441,0.01
618,697478.080000039,302.6043354087447,1.0,302.94428410008305,0.8113854491102195,301.9577071370906,0.4922402859516385,0.01
619,697488.080000039,302.60538752450634,1.0,302.9447885391469,0.8146570967525666,301.9573900611076,0.49368154041963286,0.01
620,697498.080000039,302.606439640268,1.0,302.94529297821066,0.8179287443949138,301.9570729851247,0.4951227948876272,0.01
621,697508.080000039,302.6074917560296,1.0,302.9457974172745,0.821200392037261,301.95675590914175,0.49656404935562154,0.01
622,697518.080000039,302.60854387179126,1.0,302.94630185633827,0.8244720396796081,301.95643883315876,0.4980053038236159,0.01
623,697528.080000039,302.6095959875529,1.0,302.94680629540204,0.8277436873219554,301.9561217571758,0.4994465582916102,0.01
624,697531.9199999882,302.61,1.0,302.947,0.8290000000000001,301.95599999999996,0.5,0.01
625,697540.0452630753,302.61015415706385,1.0,302.9462529311523,0.8407396533213141,301.9565454788412,0.5,0.01
626,697548.1705261624,302.6103083141276,1.0,302.94550586230457,0.852479306642628,301.95709095768234,0.5,0.01
627,697556.2957892495,302.61046247119145,1.0,302.94475879345686,0.8642189599639419,301.95763643652356,0.5,0.01
628,697564.4210523366,302.6106166282553,1.0,302.94401172460914,0.8759586132852559,301.9581819153647,0.5,0.01
629,697572.5463154237,302.61077078531906,1.0,302.9432646557614,0.8876982666065699,301.95872739420594,0.5,0.01
630,697580.6715785108,302.6109249423829,1.0,302.9425175869137,0.8994379199278839,301.9592728730471,0.5,0.01
631,697588.7968415979,302.6110790994467,1.0,302.94177051806594,0.9111775732491979,301.9598183518883,0.5,0.01
632,697596.922104685,302.61123325651056,1.0,302.9410234492182,0.9229172265705119,301.9603638307295,0.5,0.01
633,697605.0473677721,302.61138741357433,1.0,302.9402763803705,0.9346568798918258,301.9609093095707,0.5,0.01
634,697613.1726308592,302.61154157063817,1.0,302.9395293115228,0.9463965332131398,301.9614547884119,0.5,0.01
635,697621.2978939463,302.611695727702,1.0,302.9387822426751,0.9581361865344538,301.9620002672531,0.5,0.01
636,697629.4231570334,302.6118498847658,1.0,302.93803517382736,0.9698758398557678,301.9625457460943,0.5,0.01
637,697637.5484201205,302.6120040418296,1.0,302.93728810497964,0.9816154931770817,301.96309122493545,0.5,0.01
638,697645.6736832076,302.61215819889344,1.0,302.9365410361319,0.9933551464983956,301.9636367037767,0.5,0.01
639,697653.7989462947,302.6123123559572,1.0,302.9357939672842,1.0050947998197097,301.96418218261783,0.5,0.01
640,697661.9242093818,302.61246651302105,1.0,302.9350468984365,1.0168344531410236,301.96472766145905,0.5,0.01
